彩种名称,投注人数,投注金额,中奖金额,撤单金额,返点金额,盈利,盈率,source_file
广西快3,6,3355.00,1818.59,11.00,12.35,1524.07,45.43%,20200630.xls
上海11选5,8,3342.20,565.85,74.00,1.67,2774.68,83.02%,20200630.xls
安徽快3,8,3181.00,3030.05,0.00,12.17,138.78,4.36%,20200630.xls
5分赛车,6,3035.48,2633.99,0.00,0.14,401.35,13.22%,20200630.xls
上海快3,6,2907.00,4181.86,1400.00,6.06,-1280.92,-44.06%,20200630.xls
3分赛车,9,2853.34,2815.33,109.00,26.98,11.04,0.39%,20200630.xls
红黑大战,5,1970.00,1798.20,0.00,0.26,171.55,8.71%,20200630.xls
贵州快3,3,1883.00,1832.40,0.00,9.14,41.46,2.20%,20200630.xls
湖北快3,7,1863.00,2399.30,20.00,7.34,-543.64,-29.18%,20200630.xls
江苏11选5,5,1473.60,261.36,0.00,0.00,1212.24,82.26%,20200630.xls
1分幸运28,8,1399.00,905.75,0.00,0.00,493.25,35.26%,20200630.xls
江西11选5,5,1368.00,411.84,0.00,3.04,953.12,69.67%,20200630.xls
百人二八杠,2,1110.00,990.00,0.00,1.80,118.20,10.65%,20200630.xls
传统疯狂飞艇,6,787.00,871.30,0.00,24.39,-108.69,-13.81%,20200630.xls
梭哈,5,655.00,1173.15,0.00,0.00,-518.15,-79.11%,20200630.xls
森林舞会,1,605.00,625.15,0.00,0.00,-20.15,-3.33%,20200630.xls
骰宝,5,550.00,306.75,0.00,0.30,242.95,44.17%,20200630.xls
传统10分彩,2,520.00,901.04,0.00,0.00,-381.04,-73.28%,20200630.xls
秒秒彩,1,198.00,239.07,0.00,0.00,-41.07,-20.74%,20200630.xls
5分六合,3,162.00,302.34,0.00,0.28,-140.62,-86.80%,20200630.xls
百人德扑,1,100.00,79.20,0.00,0.00,20.80,20.80%,20200630.xls
传统10分赛车,2,85.00,30.40,0.00,0.84,53.76,63.25%,20200630.xls
传统5分赛车,1,68.00,72.20,0.00,2.72,-6.92,-10.18%,20200630.xls
万人百家乐,1,60.00,0.00,0.00,0.00,60.00,100.00%,20200630.xls
飞禽走兽,1,35.00,0.00,0.00,0.35,34.65,99.00%,20200630.xls
传统3分赛车,1,23.00,28.69,0.00,0.92,-6.61,-28.74%,20200630.xls
射龙门,1,20.00,11.70,0.00,0.00,8.30,41.50%,20200630.xls
百人炸金花,1,20.00,0.00,0.00,0.00,20.00,100.00%,20200630.xls
腾讯5分彩,1,20.00,0.00,0.00,0.00,20.00,100.00%,20200630.xls
万人炸金花,1,15.00,0.00,0.00,0.38,14.63,97.53%,20200630.xls
小计,,11923603.36,11179618.18,231143.92,37782.05,706203.27,5.92%,20200630.xls
1分快3,633,5342553.00,5038412.77,96986.00,30573.75,273566.49,5.12%,20200701.xls
极速快3,166,1925566.00,1826400.46,0.00,16446.38,82719.16,4.30%,20200701.xls
龙虎斗,37,747015.00,700107.75,0.00,7221.02,39686.24,5.31%,20200701.xls
百人牛牛,17,406500.00,461413.90,0.00,7.35,-54921.25,-13.51%,20200701.xls
3分快3,102,257359.00,221657.37,17898.00,679.94,35021.69,13.61%,20200701.xls
1分六合,27,141475.00,133900.40,234.00,346.86,7227.73,5.11%,20200701.xls
1分赛车,33,130730.24,124120.77,1924.60,56.20,6553.27,5.01%,20200701.xls
欢乐生肖,12,102386.94,116836.73,0.00,0.07,-14449.86,-14.11%,20200701.xls
奔驰宝马,4,85005.00,70405.20,0.00,0.00,14599.80,17.18%,20200701.xls
5分快3,44,65784.00,65010.90,1032.00,77.81,695.29,1.06%,20200701.xls
传统1分彩,26,60103.00,57384.45,4096.00,86.48,2632.07,4.38%,20200701.xls
万人红黑大战,5,55249.00,52429.56,100.00,0.00,2819.44,5.10%,20200701.xls
1分彩,40,52815.66,48184.45,413.10,126.43,4504.78,8.53%,20200701.xls
百家乐,8,36860.00,35171.80,0.00,0.50,1687.70,4.58%,20200701.xls
疯狂飞艇,23,34492.90,31916.42,277.20,40.97,2535.51,7.35%,20200701.xls
腾讯时时彩,19,27171.26,28234.20,78.88,29.63,-1092.56,-4.02%,20200701.xls
传统1分赛车,15,24266.00,23109.97,141.00,33.73,1122.31,4.63%,20200701.xls
极速赛车,17,19608.08,19699.09,0.00,22.34,-113.36,-0.58%,20200701.xls
北京赛车,7,17419.30,99.00,0.00,0.28,17320.02,99.43%,20200701.xls
传统欢乐生肖,4,17021.00,17662.13,40.00,243.89,-885.02,-5.20%,20200701.xls
六合秒秒,8,15873.00,16553.86,0.00,53.89,-734.75,-4.63%,20200701.xls
秒秒彩,2,15270.00,17962.36,0.00,0.00,-2692.36,-17.63%,20200701.xls
传统北京赛车,5,14911.00,15062.62,172.00,0.00,-151.62,-1.02%,20200701.xls
江苏快3,11,12777.00,14209.46,4536.00,9.48,-1441.94,-11.29%,20200701.xls
1分11选5,16,10008.90,9370.17,105.42,81.68,557.04,5.57%,20200701.xls
森林舞会,4,9755.00,9156.70,0.00,0.00,598.30,6.13%,20200701.xls
万人龙虎,17,9195.00,9941.70,105.00,19.94,-766.64,-8.34%,20200701.xls
万人射龙门,4,7975.00,10057.50,0.00,0.00,-2082.50,-26.11%,20200701.xls
传统疯狂飞艇,4,4449.00,5234.99,18.00,3.00,-788.99,-17.73%,20200701.xls
山东11选5,7,3452.20,2798.57,278.00,1.52,652.11,18.89%,20200701.xls
北京快3,6,3282.00,1977.70,0.00,9.49,1294.81,39.45%,20200701.xls
万人牛牛,8,2904.00,1725.84,0.00,6.26,1171.90,40.35%,20200701.xls
湖北快3,8,2782.00,2994.29,0.00,10.14,-222.43,-8.00%,20200701.xls
上海快3,5,2706.00,2414.06,150.00,11.98,279.97,10.35%,20200701.xls
红黑大战,3,2670.00,2732.20,0.00,0.00,-62.20,-2.33%,20200701.xls
3分赛车,7,2527.14,2972.20,0.00,0.88,-445.94,-17.65%,20200701.xls
上海11选5,5,2458.08,1513.28,0.00,0.45,944.35,38.42%,20200701.xls
安徽快3,5,2417.00,2757.63,0.00,9.70,-350.33,-14.49%,20200701.xls
广西快3,5,2345.00,2538.45,0.00,10.88,-204.33,-8.71%,20200701.xls
吉林快3,5,2310.00,1685.47,0.00,16.44,608.09,26.32%,20200701.xls
5分赛车,5,2205.00,2221.50,0.00,0.00,-16.50,-0.75%,20200701.xls
贵州快3,1,1886.00,2137.45,0.00,9.43,-260.88,-13.83%,20200701.xls
广东11选5,4,1795.70,2300.61,16.80,0.00,-504.91,-28.12%,20200701.xls
百人炸金花,3,1650.00,472.80,0.00,2.30,1174.90,71.21%,20200701.xls
甘肃快3,4,1629.00,1758.72,398.00,6.49,-136.21,-8.36%,20200701.xls
河北快3,8,1597.00,1874.51,0.00,5.44,-282.95,-17.72%,20200701.xls
骰宝,6,1240.00,1137.90,0.00,0.00,102.10,8.23%,20200701.xls
江苏11选5,5,1024.00,1034.55,4.00,0.40,-10.95,-1.07%,20200701.xls
百人二八杠,5,995.00,731.60,0.00,0.40,263.00,26.43%,20200701.xls
梭哈,3,980.00,766.70,0.00,0.05,213.25,21.76%,20200701.xls
江西11选5,2,846.00,548.86,0.00,0.00,297.14,35.12%,20200701.xls
1分幸运28,9,822.00,943.66,3.00,0.00,-121.66,-14.80%,20200701.xls
澳门六合彩,4,743.00,1327.95,20.00,5.57,-590.52,-79.48%,20200701.xls
射龙门,4,690.00,700.15,0.00,3.25,-13.40,-1.94%,20200701.xls
传统10分彩,3,286.00,127.05,0.00,1.44,157.51,55.07%,20200701.xls
5分彩,2,268.04,345.76,0.00,5.30,-83.02,-30.97%,20200701.xls
百人德扑,1,165.00,118.20,0.00,0.00,46.80,28.36%,20200701.xls
腾讯1.5分彩,2,160.80,138.10,0.00,0.00,22.70,14.12%,20200701.xls
传统3分赛车,2,125.00,193.26,0.00,3.80,-72.06,-57.65%,20200701.xls
飞禽走兽,2,85.00,99.40,0.00,0.30,-14.70,-17.29%,20200701.xls
腾讯3分彩,1,72.20,39.40,0.00,0.00,32.80,45.43%,20200701.xls
百人牌九,1,60.00,49.25,0.00,0.00,10.75,17.92%,20200701.xls
传统5分赛车,3,47.00,35.59,0.00,0.00,11.41,24.28%,20200701.xls
传统10分赛车,2,25.00,28.50,0.00,0.96,-4.46,-17.84%,20200701.xls
腾讯5分彩,2,13.20,21.68,0.00,0.00,-8.48,-64.24%,20200701.xls
传统10分快3,1,3.00,0.00,0.00,0.00,3.00,100.00%,20200701.xls
5分六合,1,2.00,3.92,0.00,0.02,-1.94,-97.00%,20200701.xls
小计,,9698862.64,9224973.44,129027.00,56284.51,417604.71,4.31%,20200701.xls
1分快3,622,5673349.00,5340508.46,71981.00,33124.97,299715.57,5.28%,20200702.xls
极速快3,169,2543325.00,2421414.46,0.00,15915.96,105994.58,4.17%,20200702.xls
百人牛牛,9,1002420.00,1046113.75,0.00,12.75,-43706.50,-4.36%,20200702.xls
3分快3,107,280636.00,273016.45,19873.00,547.18,7072.38,2.52%,20200702.xls
龙虎斗,30,214710.00,186251.00,0.00,966.81,27492.20,12.80%,20200702.xls
疯狂飞艇,25,96903.28,91780.52,3235.60,194.70,4928.07,5.09%,20200702.xls
5分快3,43,93086.00,102025.13,164.00,8.88,-8948.01,-9.61%,20200702.xls
传统1分彩,23,89294.00,86155.83,24524.00,87.20,3050.97,3.42%,20200702.xls
欢乐生肖,13,82852.32,74075.76,4003.92,0.07,8776.49,10.59%,20200702.xls
1分赛车,34,72436.66,69802.85,1594.40,18.62,2615.19,3.61%,20200702.xls
1分六合,26,64649.00,62319.18,12.00,189.46,2140.36,3.31%,20200702.xls
1分彩,40,39557.16,40874.73,6.20,258.89,-1576.46,-3.99%,20200702.xls
万人红黑大战,5,37507.00,36441.90,0.00,0.99,1064.11,2.84%,20200702.xls
传统北京赛车,7,32029.00,24389.81,830.00,102.12,7537.07,23.53%,20200702.xls
万人龙虎,15,29775.00,33152.15,10.00,43.02,-3420.17,-11.49%,20200702.xls
1分11选5,15,27462.48,24177.73,133.58,257.85,3026.90,11.02%,20200702.xls
腾讯时时彩,25,27343.42,27132.59,175.60,27.68,183.15,0.67%,20200702.xls
传统1分赛车,18,24541.00,25930.63,40.00,11.20,-1400.83,-5.71%,20200702.xls
森林舞会,3,19875.00,15340.20,0.00,0.00,4534.80,22.82%,20200702.xls
百家乐,5,17920.00,13557.00,0.00,0.00,4363.00,24.35%,20200702.xls
江苏快3,13,16556.00,14490.61,540.00,0.56,2064.83,12.47%,20200702.xls
极速赛车,18,14866.88,15216.84,0.00,8.86,-358.82,-2.41%,20200702.xls
六合秒秒,7,13423.00,15911.34,0.00,23.22,-2511.56,-18.71%,20200702.xls
传统欢乐生肖,4,11911.00,10148.11,0.00,162.23,1600.66,13.44%,20200702.xls
百人炸金花,3,6760.00,4963.20,0.00,77.15,1719.65,25.44%,20200702.xls
北京赛车,10,6588.80,8494.20,0.00,0.00,-1905.40,-28.92%,20200702.xls
甘肃快3,21,6517.00,7798.31,845.00,28.00,-1309.31,-20.09%,20200702.xls
红黑大战,3,4885.00,4072.85,0.00,0.00,812.15,16.63%,20200702.xls
奔驰宝马,3,4460.00,4355.70,0.00,0.00,104.30,2.34%,20200702.xls
5分赛车,6,4067.84,4203.33,1.20,0.00,-135.49,-3.33%,20200702.xls
3分赛车,12,3980.94,3604.61,0.00,3.00,373.33,9.38%,20200702.xls
腾讯1.5分彩,3,3347.72,2794.10,25.20,0.00,553.62,16.54%,20200702.xls
安徽快3,6,3297.00,1538.46,0.00,0.00,1758.54,53.34%,20200702.xls
万人射龙门,2,3250.00,4768.00,0.00,0.00,-1518.00,-46.71%,20200702.xls
骰宝,6,3135.00,5137.80,0.00,26.80,-2029.60,-64.74%,20200702.xls
河北快3,10,2250.00,2696.46,30.00,6.28,-452.74,-20.12%,20200702.xls
上海快3,6,2080.00,2449.26,18.00,0.00,-369.26,-17.75%,20200702.xls
湖北快3,7,1691.00,440.49,0.00,6.26,1244.26,73.58%,20200702.xls
传统疯狂飞艇,4,1675.00,696.17,0.00,2.36,976.47,58.30%,20200702.xls
5分六合,1,1465.00,1299.60,0.00,0.00,165.40,11.29%,20200702.xls
山东11选5,7,1361.70,1136.19,48.00,9.92,215.59,15.83%,20200702.xls
澳门六合彩,6,1097.00,389.73,70.00,4.39,702.88,64.07%,20200702.xls
北京快3,3,1066.00,2532.06,0.00,0.00,-1466.06,-137.53%,20200702.xls
广东11选5,4,1027.20,1087.69,17.20,0.00,-60.49,-5.89%,20200702.xls
吉林快3,5,1026.00,1120.11,153.00,5.60,-99.71,-9.72%,20200702.xls
梭哈,4,950.00,2089.90,0.00,0.00,-1139.90,-119.99%,20200702.xls
百人牌九,1,900.00,1089.00,0.00,0.00,-189.00,-21.00%,20200702.xls
传统10分彩,3,866.00,1234.49,0.00,2.72,-371.21,-42.86%,20200702.xls
腾讯3分彩,3,725.40,479.86,0.00,0.00,245.54,33.85%,20200702.xls
百人二八杠,2,540.00,495.00,0.00,0.00,45.00,8.33%,20200702.xls
广西快3,4,524.00,930.60,0.00,0.27,-406.87,-77.65%,20200702.xls
万人牛牛,3,505.00,566.82,0.00,3.70,-65.52,-12.97%,20200702.xls
秒秒彩,2,496.00,521.13,0.00,0.00,-25.13,-5.07%,20200702.xls
3分彩,2,390.20,426.83,0.00,0.00,-36.63,-9.39%,20200702.xls
江西11选5,5,349.00,670.14,0.00,1.60,-322.74,-92.48%,20200702.xls
江苏11选5,2,340.10,435.60,0.00,0.00,-95.50,-28.08%,20200702.xls
上海11选5,6,337.94,286.36,20.00,0.15,51.42,15.22%,20200702.xls
腾讯5分彩,1,281.56,157.60,0.00,0.00,123.96,44.03%,20200702.xls
传统3分赛车,3,271.00,186.91,0.00,7.20,76.89,28.37%,20200702.xls
百人德扑,1,165.00,158.40,0.00,0.00,6.60,4.00%,20200702.xls
射龙门,2,135.00,110.20,0.00,1.35,23.45,17.37%,20200702.xls
5分彩,1,101.00,0.00,0.00,2.02,98.98,98.00%,20200702.xls
传统5分赛车,2,58.00,29.57,0.00,1.48,26.95,46.47%,20200702.xls
万人百家乐,1,40.00,48.75,0.00,0.00,-8.75,-21.88%,20200702.xls
百人三公,1,30.00,39.60,0.00,0.00,-9.60,-32.00%,20200702.xls
小计,,10599461.60,10125762.11,128350.90,52153.47,421546.05,3.98%,20200702.xls
1分快3,595,9751584.00,9244059.82,315834.00,12139.29,495384.88,5.08%,20200703.xls
极速快3,141,1033584.00,986703.69,0.00,4308.58,42571.74,4.12%,20200703.xls
3分快3,82,385377.00,406459.72,31073.00,624.68,-21707.40,-5.63%,20200703.xls
百人牛牛,11,171560.00,173069.60,0.00,0.00,-1509.60,-0.88%,20200703.xls
疯狂飞艇,26,145551.78,138713.32,2682.00,365.09,6473.36,4.45%,20200703.xls
5分快3,32,145109.00,125885.53,6874.00,32.66,19190.81,13.23%,20200703.xls
欢乐生肖,12,125323.28,78869.13,4306.40,0.11,46454.04,37.07%,20200703.xls
1分赛车,30,122226.94,114569.47,754.20,404.40,7253.08,5.93%,20200703.xls
传统1分彩,19,66241.00,64488.41,2162.00,2.91,1749.68,2.64%,20200703.xls
极速赛车,22,65520.60,64660.08,0.00,216.47,644.05,0.98%,20200703.xls
1分六合,29,64477.00,63978.82,218.00,111.68,386.50,0.60%,20200703.xls
龙虎斗,34,59580.00,57595.45,0.00,203.50,1781.05,2.99%,20200703.xls
六合秒秒,6,53667.00,52161.22,0.00,149.43,1356.35,2.53%,20200703.xls
1分彩,46,49515.26,46008.33,526.60,43.74,3463.20,6.99%,20200703.xls
万人红黑大战,4,47581.00,40593.96,0.00,0.00,6987.04,14.68%,20200703.xls
传统1分赛车,11,45846.00,45211.60,7973.00,0.00,634.40,1.38%,20200703.xls
万人龙虎,10,33050.00,37542.35,35.00,26.22,-4518.57,-13.67%,20200703.xls
腾讯时时彩,25,26597.82,27656.66,142.36,50.51,-1109.35,-4.17%,20200703.xls
传统北京赛车,7,23965.00,22382.00,1057.00,181.08,1401.92,5.85%,20200703.xls
百家乐,10,20915.00,21701.65,0.00,0.00,-786.65,-3.76%,20200703.xls
传统欢乐生肖,3,14633.00,15551.62,0.00,192.75,-1111.37,-7.59%,20200703.xls
腾讯3分彩,2,13232.00,15654.53,0.00,0.00,-2422.53,-18.31%,20200703.xls
1分11选5,20,11322.32,12705.91,17.50,65.72,-1449.32,-12.80%,20200703.xls
百人炸金花,3,10725.00,9683.10,0.00,160.43,881.48,8.22%,20200703.xls
江苏快3,11,10212.00,3960.00,0.00,0.00,6252.00,61.22%,20200703.xls
山东11选5,9,9461.20,9849.29,24.00,42.16,-430.25,-4.55%,20200703.xls
腾讯1.5分彩,2,8006.40,6074.13,0.00,0.00,1932.27,24.13%,20200703.xls
骰宝,8,7790.00,4579.50,0.00,47.00,3163.50,40.61%,20200703.xls
3分赛车,12,5735.26,8005.97,813.60,2.77,-2273.48,-39.64%,20200703.xls
安徽快3,8,5690.00,4203.54,110.00,0.00,1486.46,26.12%,20200703.xls
奔驰宝马,4,4950.00,4075.95,0.00,0.00,874.05,17.66%,20200703.xls
红黑大战,4,3575.00,4277.80,0.00,0.00,-702.80,-19.66%,20200703.xls
5分赛车,7,3114.86,3017.12,0.00,0.00,97.74,3.14%,20200703.xls
万人射龙门,2,3110.00,4141.00,0.00,0.00,-1031.00,-33.15%,20200703.xls
梭哈,6,2770.00,3183.30,0.00,0.15,-413.45,-14.93%,20200703.xls
北京赛车,4,2602.66,2712.60,0.00,0.00,-109.94,-4.22%,20200703.xls
吉林快3,5,2202.00,1633.57,0.00,20.85,547.58,24.87%,20200703.xls
1分幸运28,7,2021.00,1606.78,0.00,0.00,414.22,20.50%,20200703.xls
江西11选5,4,1886.00,2759.53,20.00,0.00,-873.53,-46.32%,20200703.xls
澳门六合彩,6,1840.00,388.75,24.00,2.70,1448.55,78.73%,20200703.xls
传统疯狂飞艇,3,1769.00,756.36,0.00,0.00,1012.64,57.24%,20200703.xls
上海快3,7,1762.00,2084.94,0.00,0.25,-323.19,-18.34%,20200703.xls
广西快3,5,1751.00,19.80,0.00,0.15,1731.05,98.86%,20200703.xls
北京快3,6,1743.00,2443.00,1175.00,1.05,-701.05,-40.22%,20200703.xls
广东11选5,6,1516.80,1558.34,40.00,0.31,-41.85,-2.76%,20200703.xls
百人二八杠,1,1390.00,831.60,0.00,0.00,558.40,40.17%,20200703.xls
上海11选5,7,1270.20,1931.89,0.00,0.20,-661.88,-52.11%,20200703.xls
森林舞会,3,1250.00,708.40,0.00,0.00,541.60,43.33%,20200703.xls
贵州快3,3,1076.00,940.50,0.00,0.50,135.00,12.55%,20200703.xls
江苏11选5,3,1032.00,1154.34,0.00,0.00,-122.34,-11.85%,20200703.xls
湖北快3,5,980.00,253.44,50.00,0.00,726.56,74.14%,20200703.xls
万人牛牛,3,931.00,858.84,0.00,8.70,63.46,6.82%,20200703.xls
河北快3,6,533.00,405.54,159.00,0.05,127.41,23.90%,20200703.xls
万人百家乐,1,500.00,1000.00,0.00,0.00,-500.00,-100.00%,20200703.xls
百人德扑,1,490.00,712.80,0.00,0.00,-222.80,-45.47%,20200703.xls
射龙门,2,375.00,509.30,0.00,0.00,-134.30,-35.81%,20200703.xls
传统10分赛车,1,291.00,405.90,0.00,0.00,-114.90,-39.48%,20200703.xls
3分彩,3,260.00,237.60,0.00,0.00,22.40,8.62%,20200703.xls
腾讯5分彩,2,224.64,131.33,0.00,0.00,93.31,41.54%,20200703.xls
5分六合,2,175.00,48.51,0.00,0.00,126.49,72.28%,20200703.xls
百人牌九,1,140.00,79.20,0.00,0.00,60.80,43.43%,20200703.xls
甘肃快3,3,112.00,433.28,36.00,0.35,-321.63,-287.17%,20200703.xls
传统10分彩,1,50.00,0.00,0.00,0.00,50.00,100.00%,20200703.xls
5分彩,1,0.32,0.00,0.00,0.01,0.31,96.88%,20200703.xls
小计,,12581772.34,11947879.71,376106.66,19406.45,614486.20,4.88%,20200703.xls
1分快3,597,5028991.00,4870821.07,71840.00,10136.16,148033.78,2.94%,20200704.xls
极速快3,148,2372831.00,2258059.60,0.00,1250.64,113520.76,4.78%,20200704.xls
3分快3,80,349693.00,383586.12,9885.00,614.48,-34507.60,-9.87%,20200704.xls
百人牛牛,10,225580.00,164425.40,0.00,7.00,61147.60,27.11%,20200704.xls
5分快3,36,135502.00,135872.26,2257.00,49.80,-420.06,-0.31%,20200704.xls
1分六合,22,131335.00,124772.79,188.00,336.17,6226.04,4.74%,20200704.xls
六合秒秒,6,116304.00,113020.45,0.00,65.79,3217.76,2.77%,20200704.xls
传统1分彩,18,92354.00,91205.72,25795.00,96.08,1052.21,1.14%,20200704.xls
欢乐生肖,15,82948.92,81793.80,3600.00,0.01,1155.11,1.39%,20200704.xls
万人红黑大战,3,80420.00,71801.40,0.00,6.06,8612.54,10.71%,20200704.xls
1分赛车,34,77021.24,72791.89,431.80,191.17,4038.18,5.24%,20200704.xls
龙虎斗,23,64225.00,50872.75,0.00,366.55,12985.71,20.22%,20200704.xls
疯狂飞艇,20,64211.78,58976.00,1528.40,140.59,5095.19,7.93%,20200704.xls
万人龙虎,16,50415.00,39660.05,50.00,28.48,10726.47,21.28%,20200704.xls
传统1分赛车,8,38285.00,36796.87,4260.00,2.92,1485.21,3.88%,20200704.xls
极速赛车,21,35516.32,37505.54,0.00,116.55,-2105.76,-5.93%,20200704.xls
1分彩,33,33456.84,33808.34,108.20,45.93,-397.43,-1.19%,20200704.xls
百家乐,7,24480.00,25795.60,0.00,0.00,-1315.60,-5.37%,20200704.xls
腾讯时时彩,22,20611.20,18931.40,64.64,54.46,1625.34,7.89%,20200704.xls
传统欢乐生肖,4,20301.00,19852.96,0.00,288.90,159.14,0.78%,20200704.xls
山东11选5,11,19858.60,28936.10,592.00,89.80,-9167.30,-46.16%,20200704.xls
森林舞会,2,16910.00,15814.80,0.00,0.00,1095.20,6.48%,20200704.xls
江苏快3,14,16700.00,16645.86,58.00,0.00,54.14,0.32%,20200704.xls
传统北京赛车,5,13444.00,13839.25,465.00,0.00,-395.25,-2.94%,20200704.xls
1分11选5,16,11147.38,11712.75,0.82,48.90,-614.27,-5.51%,20200704.xls
奔驰宝马,5,9490.00,9253.70,0.00,3.60,232.70,2.45%,20200704.xls
腾讯1.5分彩,4,7092.60,8832.15,7.20,0.00,-1739.55,-24.53%,20200704.xls
5分彩,5,6787.98,1801.30,0.00,126.71,4859.97,71.60%,20200704.xls
3分赛车,6,6700.94,8657.80,0.00,27.70,-1984.56,-29.62%,20200704.xls
安徽快3,9,6616.00,7694.28,0.00,0.50,-1078.78,-16.31%,20200704.xls
北京赛车,4,5110.80,2177.00,0.00,0.00,2933.80,57.40%,20200704.xls
骰宝,3,4930.00,4682.70,0.00,0.00,247.30,5.02%,20200704.xls
万人射龙门,1,4780.00,5151.00,0.00,0.00,-371.00,-7.76%,20200704.xls
传统疯狂飞艇,2,4248.00,5106.40,0.00,15.80,-874.20,-20.58%,20200704.xls
万人牛牛,4,2840.00,1797.13,0.00,56.25,986.62,34.74%,20200704.xls
5分赛车,4,2475.40,2296.80,0.00,0.00,178.60,7.21%,20200704.xls
腾讯3分彩,1,2464.20,2035.66,0.00,0.00,428.54,17.39%,20200704.xls
上海11选5,9,2386.82,2750.37,20.00,2.00,-365.55,-15.32%,20200704.xls
百人炸金花,2,2145.00,1638.30,0.00,31.73,474.98,22.14%,20200704.xls
上海快3,6,1964.00,1541.70,10.00,0.85,421.45,21.46%,20200704.xls
广东11选5,7,1820.40,1022.67,4.00,2.16,795.57,43.70%,20200704.xls
百人德扑,1,1790.00,1089.00,0.00,0.00,701.00,39.16%,20200704.xls
广西快3,4,1686.00,1884.96,0.00,1.75,-200.71,-11.90%,20200704.xls
澳门六合彩,5,1686.00,3205.30,0.00,4.95,-1524.25,-90.41%,20200704.xls
江苏11选5,5,1642.60,1664.25,0.00,0.00,-21.65,-1.32%,20200704.xls
百人牌九,1,1560.00,1128.60,0.00,0.00,431.40,27.65%,20200704.xls
北京快3,5,1460.00,1609.88,400.00,0.00,-149.88,-10.27%,20200704.xls
江西11选5,5,1368.20,807.36,20.00,0.00,560.84,40.99%,20200704.xls
贵州快3,4,1334.00,2021.38,0.00,0.30,-687.68,-51.55%,20200704.xls
吉林快3,5,1032.00,926.33,0.00,4.31,101.36,9.82%,20200704.xls
腾讯5分彩,1,1022.40,1181.99,0.00,0.00,-159.59,-15.61%,20200704.xls
红黑大战,5,810.00,454.40,0.00,1.60,354.00,43.70%,20200704.xls
河北快3,4,726.00,540.54,39.00,0.00,185.46,25.55%,20200704.xls
3分彩,2,636.40,696.07,0.00,0.00,-59.67,-9.38%,20200704.xls
梭哈,1,500.00,1273.00,0.00,0.00,-773.00,-154.60%,20200704.xls
传统3分赛车,2,378.00,548.20,0.00,1.12,-171.32,-45.32%,20200704.xls
甘肃快3,2,303.00,0.00,0.00,0.00,303.00,100.00%,20200704.xls
飞禽走兽,1,255.00,250.00,0.00,0.00,5.00,1.96%,20200704.xls
百人三公,1,190.00,178.20,0.00,0.00,11.80,6.21%,20200704.xls
湖北快3,3,169.00,91.08,0.00,0.00,77.92,46.11%,20200704.xls
1分幸运28,3,127.00,12.00,0.00,0.00,115.00,90.55%,20200704.xls
传统10分彩,1,50.00,0.00,0.00,0.00,50.00,100.00%,20200704.xls
10分六合,1,23.00,0.00,0.00,0.00,23.00,100.00%,20200704.xls
传统10分赛车,1,11.00,0.00,0.00,0.00,11.00,100.00%,20200704.xls
万人炸金花,1,5.00,0.00,0.00,0.00,5.00,100.00%,20200704.xls
5分六合,1,1.00,0.00,0.00,0.00,1.00,100.00%,20200704.xls
小计,,9213160.02,8863300.27,121624.06,14217.77,335642.03,3.64%,20200704.xls
1分快3,600,5261485.00,4910279.30,65315.00,13745.09,337460.61,6.41%,20200705.xls
极速快3,143,1526939.00,1462104.51,0.00,2699.17,62135.32,4.07%,20200705.xls
3分快3,95,291024.00,290063.32,12063.00,473.86,486.83,0.17%,20200705.xls
万人红黑大战,5,163055.00,155409.95,0.00,0.00,7645.05,4.69%,20200705.xls
极速赛车,26,114727.32,110752.52,0.00,494.23,3480.57,3.03%,20200705.xls
5分快3,38,101117.00,92645.22,2260.00,2.11,8469.67,8.38%,20200705.xls
1分六合,21,84678.00,80197.63,37.00,98.48,4381.90,5.17%,20200705.xls
1分彩,36,64023.36,59494.82,67.60,197.54,4331.00,6.76%,20200705.xls
百家乐,6,62780.00,52286.75,0.00,0.00,10493.25,16.71%,20200705.xls
传统1分彩,21,61246.00,60791.25,38.00,95.07,359.69,0.59%,20200705.xls
传统1分赛车,13,53878.00,50396.69,6344.00,29.84,3451.47,6.41%,20200705.xls
龙虎斗,20,48840.00,54943.45,0.00,317.36,-6420.81,-13.15%,20200705.xls
万人龙虎,20,48335.00,43415.95,125.00,19.86,4899.19,10.14%,20200705.xls
1分赛车,26,44434.36,42590.51,145.60,15.21,1828.64,4.12%,20200705.xls
疯狂飞艇,20,42709.40,40801.18,1344.40,22.48,1885.75,4.42%,20200705.xls
腾讯1.5分彩,5,36279.96,11642.07,0.00,1.37,24636.53,67.91%,20200705.xls
欢乐生肖,7,32281.24,26011.46,542.32,0.00,6269.78,19.42%,20200705.xls
腾讯时时彩,18,29927.60,32412.82,6.10,91.03,-2576.25,-8.61%,20200705.xls
广东11选5,6,28575.60,39062.14,11.20,55.55,-10542.09,-36.89%,20200705.xls
百人牛牛,10,27040.00,25646.90,0.00,2.80,1390.30,5.14%,20200705.xls
1分11选5,13,26902.12,24241.71,12.28,364.53,2295.88,8.53%,20200705.xls
六合秒秒,4,24995.00,15742.75,0.00,0.68,9251.57,37.01%,20200705.xls
